X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	
293.5	227	NaN	337.5	239	NaN	339	110.5	NaN	1699	438.32	NaN	1769.5	636.5	NaN
294	227.5	NaN	337.5	239	NaN	334.67	109.38	NaN	1699.8	428.59	NaN	1765.5	625.5	NaN
294	228	NaN	337.5	239	NaN	330.5	109	NaN	1700.6	418.68	NaN	1761.5	615.5	NaN
294	228	NaN	337.5	239	NaN	326	108.5	NaN	1701.2	408.81	NaN	1758.5	604.5	NaN
294	229	NaN	337.5	239	NaN	321.5	108.5	NaN	1702	398.97	NaN	1756.5	594	NaN
293.84	233.38	NaN	337.5	239	NaN	317.5	109	NaN	1702.6	389.03	NaN	1754.6	583.41	NaN
294	237	NaN	337.5	239	NaN	313	110.5	NaN	1703.4	379.21	NaN	1753	572.5	NaN
294	241	NaN	337.5	239	NaN	308.5	112.5	NaN	1704	369.34	NaN	1751.5	561.5	NaN
294	244.5	NaN	337.5	239	NaN	305.5	115.5	NaN	1704.9	358.79	NaN	1749.5	550.5	NaN
294.14	248.54	NaN	337.5	239	NaN	302	119	NaN	1705.6	348.15	NaN	1747.5	540	NaN
294	252	NaN	337.5	239	NaN	299	123	NaN	1706.5	337.59	NaN	1746.5	529.5	NaN
294	256	NaN	337.5	239	NaN	296.5	127	NaN	1707.3	326.99	NaN	1745	518.5	NaN
294	260	NaN	337.5	239	NaN	293.5	131.5	NaN	1707.9	316.38	NaN	1743.5	507	NaN
294	264	NaN	337.5	239	NaN	290.5	136	NaN	1708.9	305.8	NaN	1743	496.5	NaN
293.5	268	NaN	337.5	239	NaN	288	140.5	NaN	1709.7	295.14	NaN	1742.5	485.5	NaN
293.08	271.97	NaN	337.5	239	NaN	285.5	145.5	NaN	1710.5	284.59	NaN	1742.5	474.5	NaN
293	276	NaN	337.5	239	NaN	283	150.5	NaN	1711.3	273.99	NaN	1742.5	463.5	NaN
293	280	NaN	337.5	239	NaN	280.5	155.5	NaN	1712.2	263.43	NaN	1742.5	452.5	NaN
293	284	NaN	337.5	239	NaN	278.62	160.67	NaN	1714.7	253.86	NaN	1743.5	442	NaN
293	288	NaN	337.5	239	NaN	276	166	NaN	1717.2	243.98	NaN	1744.5	431.45	NaN
292.5	292	NaN	337.5	239	NaN	273.5	171.5	NaN	1719.6	234.11	NaN	1745.5	423.5	NaN
292	296	NaN	337.5	239	NaN	271.5	177	NaN	1722.2	224.41	NaN	1746.5	415.5	NaN
292	300	NaN	337.5	239	NaN	269.5	182.5	NaN	1724.8	214.71	NaN	1748	407.5	NaN
292	304	NaN	337.5	239	NaN	269.5	184	NaN	1727.4	205.03	NaN	1749.5	400.5	NaN
291.61	308.1	NaN	337.5	239	NaN	269	185.5	NaN	1730	195.2	NaN	1750.5	392.5	NaN
291	312	NaN	337.5	239	NaN	268.91	187.37	NaN	1732.5	185.53	NaN	1752.5	384.5	NaN
291	316	NaN	337.5	239	NaN	269	189	NaN	1735	175.84	NaN	1753.5	377	NaN
291	320	NaN	337.5	239	NaN	269	190.5	NaN	1737.5	166.05	NaN	1755.5	369.5	NaN
290.5	324	NaN	337.5	239	NaN	269.5	192	NaN	1740	156.33	NaN	1757.2	361.48	NaN
290.06	327.59	NaN	337.5	239	NaN	269.5	193.5	NaN	1741.8	152	NaN	1758.5	354	NaN
290	331.5	NaN	337.5	239	NaN	270.5	194.5	NaN	1743.5	147.7	NaN	1760.5	346.5	NaN
289.43	335.57	NaN	337.5	239	NaN	271	195.5	NaN	1745	143.33	NaN	1762.5	338.5	NaN
289	339	NaN	337.5	239	NaN	271.5	196.5	NaN	1746.8	139	NaN	1764	331	NaN
289	343	NaN	337.5	239	NaN	272.5	197.5	NaN	1748.5	134.72	NaN	1765.7	323.53	NaN
288	347	NaN	337.5	239	NaN	273.5	198.5	NaN	1750	130.32	NaN	1767.5	315.5	NaN
288	351	NaN	337.5	239	NaN	274	199	NaN	1749.9	129.55	NaN	1769.5	308	NaN
288	355	NaN	337.5	239	NaN	275	200	NaN	1749.8	128.72	NaN	1771.5	300.5	NaN
287	359	NaN	337.5	239	NaN	276	200.5	NaN	1749.6	127.83	NaN	1773.5	292.5	NaN
